tradingsymbol,instrument_key
749RJ35,NSE_EQ|IN2920250163
738CIFL27,NSE_EQ|INE121A07SN8
758CIFL30,NSE_EQ|INE121A07SO6
820CIFL28,NSE_EQ|INE121A07SL2
819CIFL27,NSE_EQ|INE121A07SM0
850CIFL34,NSE_EQ|INE121A07SJ6
741PN42,NSE_EQ|IN2820210168
737PN42,NSE_EQ|IN2820210176
819CIFL26,NSE_EQ|INE121A07SK4
719PN37,NSE_EQ|IN2820210143
840CIFL27,NSE_EQ|INE121A07SH0
712PN37,NSE_EQ|IN2820210150
EPACK,NSE_EQ|INE0G5901015
783CIFCL28,NSE_EQ|INE121A07SR9
794CIFCL29,NSE_EQ|INE121A07SS7
736CIFL28,NSE_EQ|INE121A07SP3
773CIFCL31,NSE_EQ|INE121A07SQ1
CLEANMAX,NSE_EQ|INE647U01026
GENUSPOWER,NSE_EQ|INE955D01029
769MZ31,NSE_EQ|IN2520220012
786MZ32,NSE_EQ|IN2520220020
860CIFC29,NSE_EQ|INE121A07RX9
DECCANCE,NSE_EQ|INE583C01021
802MZ36,NSE_EQ|IN2520220038
ASTRON,NSE_EQ|INE646X01014
860CIFCL29,NSE_EQ|INE121A07RY7
774MZ33,NSE_EQ|IN2520220046
86CIFC29,NSE_EQ|INE121A07RV3
778MZ37,NSE_EQ|IN2520220053
865CIFC865,NSE_EQ|INE121A07RW1
778MZ32,NSE_EQ|IN2520220061
864CIFL29A,NSE_EQ|INE121A07SF4
787MZ36,NSE_EQ|IN2520220079
850CIFL27,NSE_EQ|INE121A07SG2
875PCHFL31,NSE_EQ|INE516Y07378
77MZ35,NSE_EQ|IN2520220087
QUESS,NSE_EQ|INE615P01015
769MZ37,NSE_EQ|IN2520220095
85PCHFL26,NSE_EQ|INE516Y07360
864CIFL29,NSE_EQ|INE121A07SE7
865CIFL29,NSE_EQ|INE121A07SD9
ASAHISONG,NSE_EQ|INE228I01012
JUNIORBEES,NSE_EQ|INF732E01045
858CIF27,NSE_EQ|INE121A07SB3
859CIFCL29,NSE_EQ|INE121A07SA5
865CIF29,NSE_EQ|INE121A07SC1
LIQUIDBEES,NSE_EQ|INF732E01037
JGCHEM,NSE_EQ|INE0MB501011
805NMC33,NSE_EQ|INE579F24040
805NMC31,NSE_EQ|INE579F24032
805NMC30,NSE_EQ|INE579F24065
805NMC32,NSE_EQ|INE579F24057
NILASPACES,NSE_EQ|INE00S901012
SATIA,NSE_EQ|INE170E01023
AARNAV,NSE_EQ|INE750R01016
DUGLOBAL,NSE_EQ|INE0HPK01020
799GSGL28,NSE_EQ|INE316Z08055
768GSGL28A,NSE_EQ|INE316Z08048
ACMESOLAR,NSE_EQ|INE622W01025
799GSGL29,NSE_EQ|INE316Z08063
768GSGL28C,NSE_EQ|INE316Z08014
PTC,NSE_EQ|INE877F01012
BAHETI,NSE_EQ|INE029Q01017
768GSGL28B,NSE_EQ|INE316Z08030
768GSGL28,NSE_EQ|INE316Z08022
NITCO,NSE_EQ|INE858F01012
748KL45,NSE_EQ|IN2020250196
749KL40,NSE_EQ|IN2020250188
LORDSCHLO,NSE_EQ|INE846D01012
ZEEL,NSE_EQ|INE256A01028
DSSL,NSE_EQ|INE417B01040
744KL50,NSE_EQ|IN2020250170
744RJ33,NSE_EQ|IN2920230108
ADOR,NSE_EQ|INE045A01017
774KL60,NSE_EQ|IN2020250162
736RJ41,NSE_EQ|IN2920230132
778KL45,NSE_EQ|IN2020250154
741RJ33,NSE_EQ|IN2920230124
743RJ48,NSE_EQ|IN2920230116
758KL50,NSE_EQ|IN2020250147
PONNIERODE,NSE_EQ|INE838E01017
SALSTEEL,NSE_EQ|INE658G01014
770TPREL34,NSE_EQ|INE607M08113
673TN30,NSE_EQ|IN3120200065
755TPREL40,NSE_EQ|INE607M08121
785TRPEL34,NSE_EQ|INE607M08105
ALKEM,NSE_EQ|INE540L01014
BIL,NSE_EQ|INE828A01016
765TPREL40,NSE_EQ|INE607M08139
744RJ33A,NSE_EQ|IN2920230157
STEL,NSE_EQ|INE577L01016
752KL33,NSE_EQ|IN2020250139
749RJ34,NSE_EQ|IN2920230140
749KL56,NSE_EQ|IN2020250121
74RJ41,NSE_EQ|IN2920230173
724KL41,NSE_EQ|IN2020250113
741RJ39,NSE_EQ|IN2920230165
717KL51,NSE_EQ|IN2020250105
746RJ33,NSE_EQ|IN2920230199
750TN29,NSE_EQ|IN3120200024
744RJ36,NSE_EQ|IN2920230181
775TN30,NSE_EQ|IN3120200016
INFRABEES,NSE_EQ|INF732E01268
TEGA,NSE_EQ|INE011K01018
GSFC,NSE_EQ|INE026A01025
71KL45,NSE_EQ|IN2020250097
713KL58,NSE_EQ|IN2020250089
709KL52,NSE_EQ|IN2020250071
694KL62,NSE_EQ|IN2020250063
677KL37,NSE_EQ|IN2020250055
VIMTALABS,NSE_EQ|INE579C01029
MICROPRO,NSE_EQ|INE0PZK01014
689KL51,NSE_EQ|IN2020250048
684KL47,NSE_EQ|IN2020250030
803ABCL35,NSE_EQ|INE674K08018
678KL40,NSE_EQ|IN2020250022
SWANDEF,NSE_EQ|INE542F01020
828GS2027,NSE_EQ|IN0020070069
KOTAKBANK,NSE_EQ|INE237A01036
833GS2032,NSE_EQ|IN0020070077
FLFL,NSE_EQ|INE452O01016
810JH32,NSE_EQ|IN3720190062
726JH27,NSE_EQ|IN3720190021
TCPLPACK,NSE_EQ|INE822C01015
705JH30,NSE_EQ|IN3720190039
737JH31,NSE_EQ|IN3720190054
699JH30,NSE_EQ|IN3720190047
826GS2027,NSE_EQ|IN0020070036
832GS2032,NSE_EQ|IN0020070044
SHARIABEES,NSE_EQ|INF732E01128
759RJ48,NSE_EQ|IN2920230033
678KL46,NSE_EQ|IN2020250014
761RJ43,NSE_EQ|IN2920230025
756RJ33,NSE_EQ|IN2920230017
734RJ33,NSE_EQ|IN2920230058
745RJ33,NSE_EQ|IN2920230041
COOLCAPS,NSE_EQ|INE0HS001028
735RJ43,NSE_EQ|IN2920230074
736RJ33,NSE_EQ|IN2920230066
PATTECH,NSE_EQ|INE0NZW01014
739RJ48,NSE_EQ|IN2920230090
AXISBPSETF,NSE_EQ|INF846K01Z04
734RJ33A,NSE_EQ|IN2920230082
AXISHCETF,NSE_EQ|INF846K01Z12
775RJ36,NSE_EQ|IN2920230306
775RJ35,NSE_EQ|IN2920230330
774RJ33,NSE_EQ|IN2920230322
759RJ46,NSE_EQ|IN2920230314
774RJ33A,NSE_EQ|IN2920230355
764RJ49,NSE_EQ|IN2920230348
672TN27,NSE_EQ|IN3120200305
AXISTECETF,NSE_EQ|INF846K01Y96
ARIES,NSE_EQ|INE298I01015
774RJ34,NSE_EQ|IN2920230371
663TN35,NSE_EQ|IN3120200321
767RJ33,NSE_EQ|IN2920230363
673TN40,NSE_EQ|IN3120200313
EIDPARRY,NSE_EQ|INE126A01031
CLASSICEIL,NSE_EQ|INE0UQ601012
669TN30,NSE_EQ|IN3120200297
TRIDHYA,NSE_EQ|INE0LWY01029
760PFC29,NSE_EQ|INE134E08MX3
SAKHTISUG,NSE_EQ|INE623A01011
755PFC27,NSE_EQ|INE134E08MZ8
767RJ34,NSE_EQ|IN2920230397
766RJ31,NSE_EQ|IN2920230389
633TN30,NSE_EQ|IN3120200222
641TN30,NSE_EQ|IN3120200214
702PGCIL35,NSE_EQ|INE752E08809
749PFC34,NSE_EQ|INE134E08MY1
649TN50,NSE_EQ|IN3120200230
GSS,NSE_EQ|INE871H01011
667TN50,NSE_EQ|IN3120200263
712MN40,NSE_EQ|IN2320240079
72MN40,NSE_EQ|IN2320240061
744PFCL34,NSE_EQ|INE134E08NA9
65TN30,NSE_EQ|IN3120200255
666TN30,NSE_EQ|IN3120200289
727PFCL31,NSE_EQ|INE134E08ND3
722PFCL39,NSE_EQ|INE134E08NE1
920DCBBL34,NSE_EQ|INE503A08069
745RJ44,NSE_EQ|IN2920230207
732PFCL39,NSE_EQ|INE134E08NB7
730PFCL34,NSE_EQ|INE134E08NC5
AXISBNKETF,NSE_EQ|INF846K01X63
762RJ43,NSE_EQ|IN2920230231
74PFCL30,NSE_EQ|INE134E08NH4
STAR,NSE_EQ|INE939A01011
CEATLTD,NSE_EQ|INE482A01020
716PFCL40,NSE_EQ|INE134E08NI2
754RJ33,NSE_EQ|IN2920230223
743RJ49,NSE_EQ|IN2920230215
773RJ33,NSE_EQ|IN2920230256
771RJ33,NSE_EQ|IN2920230249
663TN55,NSE_EQ|IN3120200206
710PFCL35,NSE_EQ|INE134E08NF8
711PFCL40,NSE_EQ|INE134E08NG6
742PFC28,NSE_EQ|INE134E08NL6
738PFC32,NSE_EQ|INE134E08NM4
ROTO,NSE_EQ|INE535D01037
724PFCL35,NSE_EQ|INE134E08NJ0
725PFCL45,NSE_EQ|INE134E08NK8
745PFCL28,NSE_EQ|INE134E08NP7
74PFCL35,NSE_EQ|INE134E08NN2
ARUNAYA,NSE_EQ|INE0TTG01017
744PFCL30,NSE_EQ|INE134E08NO0
668TN55,NSE_EQ|IN3120200180
627PFCL27,NSE_EQ|INE134E08NT9
694PGCIL35,NSE_EQ|INE752E08783
659PFCL30,NSE_EQ|INE134E08NU7
698PGCIL35,NSE_EQ|INE752E08791
708PGC34,NSE_EQ|INE752E08767
664PFCL30,NSE_EQ|INE134E08NR3
661PFCL28,NSE_EQ|INE134E08NS1
712PGCIL34,NSE_EQ|INE752E08775
755PGCI34,NSE_EQ|INE752E08742
738PGCIL34,NSE_EQ|INE752E08759
708PFCL35,NSE_EQ|INE134E08NY9
765PGCIL34,NSE_EQ|INE752E08726
673PFCL27,NSE_EQ|INE134E08NW3
735PGCIL34,NSE_EQ|INE752E08734
710PFCL40,NSE_EQ|INE134E08NX1
SAFARI,NSE_EQ|INE429E01023
77RJ43,NSE_EQ|IN2920230272
793TPRE34,NSE_EQ|INE607M08089
774RJ39,NSE_EQ|IN2920230264
724PFCL31,NSE_EQ|INE134E08NZ6
772RJ33,NSE_EQ|IN2920230298
674TN50,NSE_EQ|IN3120200123
GODREJAGRO,NSE_EQ|INE850D01014
765RJ48,NSE_EQ|IN2920230280
DIVISLAB,NSE_EQ|INE361B01024
66TN30,NSE_EQ|IN3120200115
731PFCL36,NSE_EQ|INE134E08OB5
655TN30,NSE_EQ|IN3120200149
669TN50,NSE_EQ|IN3120200131
696PFCL28,NSE_EQ|INE134E08OC3
670TN50,NSE_EQ|IN3120200164
793TPRE29,NSE_EQ|INE607M08097
TTML,NSE_EQ|INE517B01013
692PFCL28,NSE_EQ|INE134E08OA7
66TN29,NSE_EQ|IN3120200156
747KL37,NSE_EQ|IN2020230123
SYNOPTICS,NSE_EQ|INE0BTR01012
74KL41,NSE_EQ|IN2020230131
745KL40,NSE_EQ|IN2020230107
747KL39,NSE_EQ|IN2020230115
ECOSMOBLTY,NSE_EQ|INE06HJ01020
711ML33,NSE_EQ|IN2420240078
712ML34,NSE_EQ|IN2420240060
725ML34,NSE_EQ|IN2420240052
739ML34,NSE_EQ|IN2420240045
762KL38,NSE_EQ|IN2020230180
745ML34,NSE_EQ|IN2420240037
748ML34,NSE_EQ|IN2420240029
762KL44,NSE_EQ|IN2020230198
746ML34,NSE_EQ|IN2420240011
766KL46,NSE_EQ|IN2020230164
771KL43,NSE_EQ|IN2020230172
745KL39,NSE_EQ|IN2020230149
FOSECOIND,NSE_EQ|INE519A01011
NIF100BEES,NSE_EQ|INF204K014N5
749KL45,NSE_EQ|IN2020230156
LIQGRWBEES,NSE_EQ|INF204KC1FU1
605RJ26,NSE_EQ|IN2920210142
684RJ31A,NSE_EQ|IN2920210159
69RJ32,NSE_EQ|IN2920210167
774PSB34,NSE_EQ|INE608A08058
704RJ36,NSE_EQ|IN2920210175
624RJ26,NSE_EQ|IN2920210183
691RJ31,NSE_EQ|IN2920210191
SARDAEN,NSE_EQ|INE385C01021
ABHAPOWER,NSE_EQ|INE0UYG01015
684RJ31,NSE_EQ|IN2920210100
MANUFGBEES,NSE_EQ|INF204KC1GH6
AMJLAND,NSE_EQ|INE606A01024
68RJ31,NSE_EQ|IN2920210126
765HDFC34,NSE_EQ|INE040A08AK2
705RJ41,NSE_EQ|IN2920210118
707RJ46,NSE_EQ|IN2920210134
771HDFCB33,NSE_EQ|INE040A08AJ4
CURRENT,NSE_EQ|INE1CRQ01014
DHANBANK,NSE_EQ|INE680A01011
746KL48,NSE_EQ|IN2020230016
VSTIND,NSE_EQ|INE710A01016
736KL38,NSE_EQ|IN2020230081
736KL41,NSE_EQ|IN2020230099
747KL42,NSE_EQ|IN2020230065
742KL43,NSE_EQ|IN2020230073
729KL51,NSE_EQ|IN2020230040
OSWALGREEN,NSE_EQ|INE143A01010
739KL52,NSE_EQ|IN2020230057
GANGABATH,NSE_EQ|INE0ZI101018
NHIT,NSE_EQ|INE0H7R23014
SPECIALITY,NSE_EQ|INE247M01014
729KL49,NSE_EQ|IN2020230024
PRESTIGE,NSE_EQ|INE811K01011
732KL53,NSE_EQ|IN2020230032
675RJ31,NSE_EQ|IN2920210027
SNXT30BEES,NSE_EQ|INF204KC1EZ3
BANG,NSE_EQ|INE863I01016
ARSHIYA,NSE_EQ|INE968D01022
678RJ31,NSE_EQ|IN2920210035
VMM,NSE_EQ|INE01EA01019
682RJ31,NSE_EQ|IN2920210043
678RJ31A,NSE_EQ|IN2920210050
613RJ26,NSE_EQ|IN2920210068
POKARNA,NSE_EQ|INE637C01025
677RJ31,NSE_EQ|IN2920210076
61RJ26,NSE_EQ|IN2920210084
676RJ31,NSE_EQ|IN2920210092
SPECTRUM,NSE_EQ|INE01EO01010
MARC,NSE_EQ|INE0TD401015
INVENTURE,NSE_EQ|INE878H01024
CELLO,NSE_EQ|INE0LMW01024
PENIND,NSE_EQ|INE932A01024
INTERISE,NSE_EQ|INE790Z23019
SHAIVAL,NSE_EQ|INE262S01010
MEP,NSE_EQ|INE776I01010
87MFL36,NSE_EQ|INE414G08355
TIJARIA,NSE_EQ|INE440L01017
607RJ26,NSE_EQ|IN2920210381
684RJ31B,NSE_EQ|IN2920210399
ACEINTEG,NSE_EQ|INE543V01017
SAHYADRI,NSE_EQ|INE280H01015
SITINET,NSE_EQ|INE965H01011
ENGINERSIN,NSE_EQ|INE510A01028
77MN35,NSE_EQ|IN2320220063
762MN35,NSE_EQ|IN2320220071
776MN35,NSE_EQ|IN2320220089
AVTNPL,NSE_EQ|INE488D01021
782MN32,NSE_EQ|IN2320220022
694RJ33,NSE_EQ|IN2920210308
783MN32,NSE_EQ|IN2320220030
691RJ31B,NSE_EQ|IN2920210324
771MN32,NSE_EQ|IN2320220048
601RJ26,NSE_EQ|IN2920210316
698RJ31,NSE_EQ|IN2920210332
769MN34,NSE_EQ|IN2320220055
634RJ27,NSE_EQ|IN2920210340
696RJ31,NSE_EQ|IN2920210357
WABAG,NSE_EQ|INE956G01038
698RJ31A,NSE_EQ|IN2920210365
SATKARTAR,NSE_EQ|INE0NB801022
692RJ31,NSE_EQ|IN2920210373
772MN32,NSE_EQ|IN2320220014
PRABHA,NSE_EQ|INE0I0M01023
FAZE3Q,NSE_EQ|INE963C01033
DCG,NSE_EQ|INE0S8401018
820KSFP36,NSE_EQ|INE0DZE08026
814KSFP36,NSE_EQ|INE0DZE08034
KANDARP,NSE_EQ|INE0MOT01016
IRISDOREME,NSE_EQ|INE01GN01025
MAANALU,NSE_EQ|INE215I01027
RAMKY,NSE_EQ|INE874I01013
WINNY,NSE_EQ|INE0S9101013
HINDUNILVR,NSE_EQ|INE030A01027
687RJ31,NSE_EQ|IN2920210266
677RJ31A,NSE_EQ|IN2920210274
QUADPRO,NSE_EQ|INE0GOJ01027
686RJ36,NSE_EQ|IN2920210282
YATHARTH,NSE_EQ|INE0JO301016
623RJ27,NSE_EQ|IN2920210290
SHANKARA,NSE_EQ|INE274V01019
MGEL,NSE_EQ|INE0APB01032
SKMEGGPROD,NSE_EQ|INE411D01023
KILITCH,NSE_EQ|INE729D01010
NEPHROPLUS,NSE_EQ|INE428V01029
713RJ41,NSE_EQ|IN2920210209
LIQUID1,NSE_EQ|INF174KA1LV5
629RJ26,NSE_EQ|IN2920210225
697RJ31,NSE_EQ|IN2920210217
70RJ31,NSE_EQ|IN2920210233
627RJ26,NSE_EQ|IN2920210241
JASH,NSE_EQ|INE039O01029
691RJ31A,NSE_EQ|IN2920210258
840TPL27,NSE_EQ|INE813H07341
DEVYANI,NSE_EQ|INE872J01023
832TPL29,NSE_EQ|INE813H07366
832TPL28,NSE_EQ|INE813H07374
MITCON,NSE_EQ|INE828O01033
PPSL,NSE_EQ|INE0YAL01017
ICICIB22,NSE_EQ|INF109KB15Y7
648RJ27,NSE_EQ|IN2920210506
GS220240C,NSE_EQ|IN000240C019
840TPL29,NSE_EQ|INE813H07325
722RJ32,NSE_EQ|IN2920210522
THEJO,NSE_EQ|INE121N01019
717RJ32,NSE_EQ|IN2920210514
CYBERMEDIA,NSE_EQ|INE278G01037
92LMAEL31,NSE_EQ|INE281B07013
UNIONGOLD,NSE_EQ|INF582M01KS4
724RJ32B,NSE_EQ|IN2920210530
CANBK,NSE_EQ|INE476A01022
840TPL28,NSE_EQ|INE813H07333
HAPPSTMNDS,NSE_EQ|INE419U01012
UMA,NSE_EQ|INE067901012
UCOBANK,NSE_EQ|INE691A01018
832TPL27,NSE_EQ|INE813H07382
79413ABC28,NSE_EQ|INE860H07JC8
80208ABC30,NSE_EQ|INE860H07JD6
81ABCL29,NSE_EQ|INE860H07JA2
791ABCL34,NSE_EQ|INE860H07JB0
ANTHEM,NSE_EQ|INE0CZ201020
8016ABCL29,NSE_EQ|INE860H07JE4
848NTPC28,NSE_EQ|INE733E07JF7
8034ABCL34,NSE_EQ|INE860H07IZ1
713RJ29,NSE_EQ|IN2920210555
737RJ34,NSE_EQ|IN2920210548
729RJ32,NSE_EQ|IN2920210563
ABCRESET27,NSE_EQ|INE860H07IX6
833ABCL27,NSE_EQ|INE860H07IY4
73TACA30,NSE_EQ|INE976I07DA7
ABCL26,NSE_EQ|INE860H07IR8
712TACA28,NSE_EQ|INE976I07DB5
UEL,NSE_EQ|INE899L01030
830TACA27A,NSE_EQ|INE976I07DC3
797ABCL28,NSE_EQ|INE860H07IO5
MANORG,NSE_EQ|INE370D01013
78ABCL33,NSE_EQ|INE860H07IP2
8ABCL26,NSE_EQ|INE860H07IQ0
OAL,NSE_EQ|INE959C01023
MCX,NSE_EQ|INE745G01043
SAGILITY,NSE_EQ|INE0W2G01015
816ABCL29,NSE_EQ|INE860H07IW8
81ABCL33,NSE_EQ|INE860H07IS6
DIVOPPBEES,NSE_EQ|INF204KA1MS3
805ABCL28,NSE_EQ|INE860H07IT4
PAR,NSE_EQ|INE04LG01015
629RJ26A,NSE_EQ|IN2920210407
ABCL28,NSE_EQ|INE860H07IU2
812ABCL28,NSE_EQ|INE860H07II7
744IRFC34,NSE_EQ|INE053F08379
830ABCL26,NSE_EQ|INE860H07IJ5
ANURAS,NSE_EQ|INE930P01018
746IRFC29,NSE_EQ|INE053F08387
ANDHRSUGAR,NSE_EQ|INE715B01021
744IRF34,NSE_EQ|INE053F08395
KAYTEX,NSE_EQ|INE13ZD01013
79ABCL28,NSE_EQ|INE860H07IM9
801ABCL28,NSE_EQ|INE860H07IK3
757IRFC29,NSE_EQ|INE053F08353
748IRFC34A,NSE_EQ|INE053F08361
762MZ36,NSE_EQ|IN2520220103
774MZ38,NSE_EQ|IN2520220111
799TCL29,NSE_EQ|INE976I07CS1
SEMAC,NSE_EQ|INE617A01013
714RJ32,NSE_EQ|IN2920210423
703RJ31,NSE_EQ|IN2920210415
801TCL34,NSE_EQ|INE976I07CX1
643RJ27,NSE_EQ|IN2920210431
80980TCL27,NSE_EQ|INE976I07CY9
DIGITIDE,NSE_EQ|INE0U4701011
762TCL30,NSE_EQ|INE976I07CZ6
724RJ32,NSE_EQ|IN2920210456
645RJ27A,NSE_EQ|IN2920210449
MODIRUBBER,NSE_EQ|INE832A01018
8258TCL27,NSE_EQ|INE976I07CT9
721RJ32,NSE_EQ|IN2920210472
HINDCOPPER,NSE_EQ|INE531E01026
TCL26,NSE_EQ|INE976I07CU7
724RJ32A,NSE_EQ|IN2920210480
TANLA,NSE_EQ|INE483C01032
8137TCL24,NSE_EQ|INE976I07CV5
709RJ32,NSE_EQ|IN2920210498
SHRIRAMFIN,NSE_EQ|INE721A01047
DREDGECORP,NSE_EQ|INE506A01018
BANKBARODA,NSE_EQ|INE028A01039
MARCO,NSE_EQ|INE0QP001012
GOPAL,NSE_EQ|INE0L9R01028
SOCL,NSE_EQ|INE0CTB01014
MNC,NSE_EQ|INF174KA1JF2
LOWVOL1,NSE_EQ|INF174KA1IY5
BRNL,NSE_EQ|INE727S01012
VAISHALI,NSE_EQ|INE972X01022
LODHA,NSE_EQ|INE670K01029
736KL54,NSE_EQ|IN2020230248
IFCI,NSE_EQ|INE039A01010
742KL49,NSE_EQ|IN2020230255
739KL34,NSE_EQ|IN2020230222
738KL44,NSE_EQ|IN2020230230
891NTPC33,NSE_EQ|INE733E07JJ9
776KL35,NSE_EQ|IN2020230206
LXCHEM,NSE_EQ|INE576O01020
767KL43,NSE_EQ|IN2020230214
873NTPC28,NSE_EQ|INE733E07JI1
866NTPC33,NSE_EQ|INE733E07JG5
753NTPC30E,NSE_EQ|INE733E07JV4
737NTPC35C,NSE_EQ|INE733E07JT8
728NTPC30B,NSE_EQ|INE733E07JS0
SCHAND,NSE_EQ|INE807K01035
753KL50,NSE_EQ|IN2020230289
ALPHA,NSE_EQ|INF174KA1IA5
754KL55,NSE_EQ|IN2020230297
742KL64,NSE_EQ|IN2020230263
749KL36,NSE_EQ|IN2020230271
727TS49,NSE_EQ|IN4520240537
723TS49,NSE_EQ|IN4520240545
GATEWAY,NSE_EQ|INE079J01017
98VFPL28,NSE_EQ|INE448U07257
723TS52,NSE_EQ|IN4520240552
JAGSNPHARM,NSE_EQ|INE048B01035
ASTERDM,NSE_EQ|INE914M01019
727TS47,NSE_EQ|IN4520240529
718TS47,NSE_EQ|IN4520240503
718TS49,NSE_EQ|IN4520240511
762NTPC35F,NSE_EQ|INE733E07JW2
CONSUMBEES,NSE_EQ|INF204KA1LD7
707TS55,NSE_EQ|IN4520240586
723TS53,NSE_EQ|IN4520240560
PRECWIRE,NSE_EQ|INE372C01037
707TS52,NSE_EQ|IN4520240578
INSPIRE,NSE_EQ|INE0NDX01019
SAILIFE,NSE_EQ|INE570L01029
WTICAB,NSE_EQ|INE623Y01011
MUKTAARTS,NSE_EQ|INE374B01019
REPRO,NSE_EQ|INE461B01014
SHUBHLAXMI,NSE_EQ|INE01Z401013
SPRL,NSE_EQ|INE0JW501011
ACI,NSE_EQ|INE128X01021
776HP30,NSE_EQ|IN1720220012
782HP32,NSE_EQ|IN1720220020
SAAKSHI,NSE_EQ|INE0PSK01027
789HP37,NSE_EQ|IN1720220053
748HP33,NSE_EQ|IN1720220061
743HP28,NSE_EQ|IN1720220038
757HP31,NSE_EQ|IN1720220046
HEROMOTOCO,NSE_EQ|INE158A01026
K2INFRA,NSE_EQ|INE0DEZ01013
MINDSPACE,NSE_EQ|INE0CCU25019
75HP37,NSE_EQ|IN1720220095
663AS35,NSE_EQ|IN1220250048
677AS40,NSE_EQ|IN1220250030
READYMIX,NSE_EQ|INE10QL01011
749HP34,NSE_EQ|IN1720220079
686AS35,NSE_EQ|IN1220250063
75HP36,NSE_EQ|IN1720220087
622AS30,NSE_EQ|IN1220250055
702AS35,NSE_EQ|IN1220250089
676AS32,NSE_EQ|IN1220250071
MANAKSTEEL,NSE_EQ|INE824Q01011
713AS31,NSE_EQ|IN1220250097
GLOTTIS,NSE_EQ|INE0TQE01026
LIKHITHA,NSE_EQ|INE060901027
METROPOLIS,NSE_EQ|INE112L01020
679AS45,NSE_EQ|IN1220250022
675AS40,NSE_EQ|IN1220250014
766SK33,NSE_EQ|IN3020220056
775SK33,NSE_EQ|IN3020220064
ALUWIND,NSE_EQ|INE0STM01017
MRIL,NSE_EQ|INE632Q01018
787HP34,NSE_EQ|IN1720220103
UNOMINDA,NSE_EQ|INE405E01023
784HP37,NSE_EQ|IN1720220137
785HP36,NSE_EQ|IN1720220129
757HP32,NSE_EQ|IN1720220145
787HP35,NSE_EQ|IN1720220111
LLOYDSENT,NSE_EQ|INE080I01025
77HP38,NSE_EQ|IN1720220178
782SK32,NSE_EQ|IN3020220015
745SK32,NSE_EQ|IN3020220023
763HP37,NSE_EQ|IN1720220152
785SK32,NSE_EQ|IN3020220031
77HP36,NSE_EQ|IN1720220160
782SK32A,NSE_EQ|IN3020220049
762AS46,NSE_EQ|IN1220250162
765AS38,NSE_EQ|IN1220250154
HALDER,NSE_EQ|INE115S01010
768AS41,NSE_EQ|IN1220250188
759AS36,NSE_EQ|IN1220250170
BCG,NSE_EQ|INE425B01027
787AS46,NSE_EQ|IN1220250196
VSSL,NSE_EQ|INE050M01012
HEIDELBERG,NSE_EQ|INE578A01017
763AS35,NSE_EQ|IN1220250105
759AS39,NSE_EQ|IN1220250121
747AS45,NSE_EQ|IN1220250113
757AS36,NSE_EQ|IN1220250147
756AS45,NSE_EQ|IN1220250139
WHEELS,NSE_EQ|INE715A01015
SUNFLAG,NSE_EQ|INE947A01014
776AS46,NSE_EQ|IN1220250204
SHYAMDHANI,NSE_EQ|INE1CRP01016
718RJ29,NSE_EQ|IN2920190294
SRD,NSE_EQ|INE01NE01012
ASHAPURMIN,NSE_EQ|INE348A01023
DELPHIFX,NSE_EQ|INE726L01027
762AS41,NSE_EQ|IN1220250220
748AS35,NSE_EQ|IN1220250212
722AS32,NSE_EQ|IN1220250238
TATACAP,NSE_EQ|INE976I01016
BLBLIMITED,NSE_EQ|INE791A01024
HUBTOWN,NSE_EQ|INE703H01016
PKTEA,NSE_EQ|INE431F01018
GS220250C,NSE_EQ|IN000250C018
NAMAN,NSE_EQ|INE0RJM01010
GAYAPROJ,NSE_EQ|INE336H01023
EFORCE,NSE_EQ|INE0Q1W01012
884LTF29,NSE_EQ|INE027E07980
898LTF29,NSE_EQ|INE027E07998
92LTF29,NSE_EQ|INE027E07964
RRKABEL,NSE_EQ|INE777K01022
935LTF29,NSE_EQ|INE027E07972
SBILIFE,NSE_EQ|INE123W01016
74ML27,NSE_EQ|IN2420220062
749ML27,NSE_EQ|IN2420220070
ACCPL,NSE_EQ|INE0T8T01010
91D040626,NSE_EQ|IN002025X489
MOBIKWIK,NSE_EQ|INE0HLU01028
91D280526,NSE_EQ|IN002025X471
711UK30,NSE_EQ|IN3620190089
704UK30,NSE_EQ|IN3620190097
739ML26,NSE_EQ|IN2420220054
717UK29,NSE_EQ|IN3620190063
91D220526,NSE_EQ|IN002025X463
778ML31,NSE_EQ|IN2420220021
MAHAPEXLTD,NSE_EQ|INE843B01013
729UK29,NSE_EQ|IN3620190071
91D140526,NSE_EQ|IN002025X455
VHLTD,NSE_EQ|INE048C01025
78ML31,NSE_EQ|IN2420220013
KHFM,NSE_EQ|INE00UG01014
677TCL28,NSE_EQ|INE151A08356
EMIL,NSE_EQ|INE02YR01019
803ABCL33,NSE_EQ|INE860H08EI4
91D110626,NSE_EQ|IN002025X497
714RJ30,NSE_EQ|IN2920190385
703RJ30,NSE_EQ|IN2920190393
718RJ30,NSE_EQ|IN2920190369
BIRLACABLE,NSE_EQ|INE800A01015
TATACONSUM,NSE_EQ|INE192A01025
IRIS,NSE_EQ|INE864K01010
727RJ30,NSE_EQ|IN2920190344
JAKHARIA,NSE_EQ|INE00N401018
715RJ30,NSE_EQ|IN2920190328
717RJ30,NSE_EQ|IN2920190336
THANGAMAYL,NSE_EQ|INE085J01014
727RJ29,NSE_EQ|IN2920190302
SYNGENE,NSE_EQ|INE398R01022
AVANTEL,NSE_EQ|INE005B01027
